WONum,TYPEID,woStatus,BOMITEMPART,PARTDESCRIPTION,BOMITEMDESCRIPTION,WOITEMQTY,WOITEMTOTAL,ITEMNAME,qtyOrdered,dateScheduledFulfillment,invQTY,CSTMFLD,BOMITEMID,
22-0216-1:084,10,Entered,DZ1124,PLATE 0.75 x 2.5 x 7.25,Create DZ1124,1.0000000000000,1.000000000,Create DZ1124,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-00725-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49573,
22-0216-1:106,10,Entered,DZ1124,PLATE 0.75 x 2.5 x 7.25,Create DZ1124,1.0000000000000,1.000000000,Create DZ1124,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-00725-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49637,
22-0215:040,10,Entered,DZ1123,PLATE 0.75 x 2.5 x 16.88,Create DZ1123,1.0000000000000,2.000000000,Create DZ1123,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-01688-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49166,
22-0215:065,10,Entered,DZ1123,PLATE 0.75 x 2.5 x 16.88,Create DZ1123,1.0000000000000,2.000000000,Create DZ1123,2,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-01688-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49238,
22-0216-1:079,10,Entered,DZ1123,PLATE 0.75 x 2.5 x 16.88,Create DZ1123,1.0000000000000,2.000000000,Create DZ1123,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-01688-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49558,
22-0216-1:101,10,Entered,DZ1123,PLATE 0.75 x 2.5 x 16.88,Create DZ1123,1.0000000000000,2.000000000,Create DZ1123,2,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-075-01688-0250""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49622,
22-0215:037,10,Entered,DZ1122-17.75,PLATE 0.5 x 2.0 x 17.75,Create DZ1122-17.75,1.0000000000000,1.000000000,Create DZ1122-17.75,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01775""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49157,
22-0215:062,10,Entered,DZ1122-17.75,PLATE 0.5 x 2.0 x 17.75,Create DZ1122-17.75,1.0000000000000,1.000000000,Create DZ1122-17.75,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-050-200-01775""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49229,
22-0215:039,10,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Create DZ1121-22,1.0000000000000,3.000000000,Create DZ1121-22,3,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49163,
22-0215:064,10,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Create DZ1121-22,1.0000000000000,3.000000000,Create DZ1121-22,3,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49235,
22-0216-1:078,10,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Create DZ1121-22,1.0000000000000,3.000000000,Create DZ1121-22,3,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49555,
22-0216-1:100,10,Entered,DZ1121-22,PLATE 0.25 x 2.0 x 22.0,Create DZ1121-22,1.0000000000000,3.000000000,Create DZ1121-22,3,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FB-A36-025-200-02200""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49619,
22-0215:031,10,Entered,DZ1120-120,PLATE 0.19 x 29.69 x 120.0,Create DZ1120-120,1.0000000000000,1.000000000,Create DZ1120-120,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-12000-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49139,
22-0215:059,10,Entered,DZ1120-120,PLATE 0.19 x 29.69 x 120.0,Create DZ1120-120,1.0000000000000,1.000000000,Create DZ1120-120,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-12000-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49220,
22-0216-1:070,10,Entered,DZ1120-120,PLATE 0.19 x 29.69 x 120.0,Create DZ1120-120,1.0000000000000,1.000000000,Create DZ1120-120,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-12000-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49531,
22-0216-1:092,10,Entered,DZ1120-120,PLATE 0.19 x 29.69 x 120.0,Create DZ1120-120,1.0000000000000,1.000000000,Create DZ1120-120,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-12000-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49595,
22-0216-1:071,10,Entered,DZ1118-R,PLATE 0.19 x 29.69 x 120.0,Create DZ1118-R,1.0000000000000,1.000000000,Create DZ1118-R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-12000-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49534,
22-0216-1:093,10,Entered,DZ1118-R,PLATE 0.19 x 29.69 x 120.0,Create DZ1118-R,1.0000000000000,1.000000000,Create DZ1118-R,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-12000-2969""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49598,
22-0215:030,10,Entered,DZ1116-32R,RIGHT DME GIRDER WELDMENT 38'L 32K,RIGHT DME GIRDER WELDMENT 38'L 32K,1.0000000000000,1.000000000,RIGHT DME GIRDER WELDMENT 38'L 32K,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49137,
22-0215:048,10,Entered,DZ1116-32L,LEFT DME GIRDER WELDMENT 38'L 32K,LEFT DME GIRDER WELDMENT 38'L 32K,1.0000000000000,1.000000000,LEFT DME GIRDER WELDMENT 38'L 32K,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49190,
22-0216-1:065,10,Entered,DZ1114-32R,RIGHT DFE GIRDER WELDMENT 38'L 32K,RIGHT DFE GIRDER WELDMENT 38'L 32K,1.0000000000000,1.000000000,RIGHT DFE GIRDER WELDMENT 38'L 32K,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49518,
22-0216-1:087,10,Entered,DZ1114-32L,LEFT DFE GIRDER WELDMENT 38'L 32K,LEFT DFE GIRDER WELDMENT 38'L 32K,1.0000000000000,1.000000000,LEFT DFE GIRDER WELDMENT 38'L 32K,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49582,
22-0216-1:112,10,Entered,DZ1104-96,PLATE 0.19 x 8.0 x 96.0,Create DZ1104-96,1.0000000000000,1.000000000,Create DZ1104-96,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-GR50-019-09600-0800""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49654,
22-0216-1:114,10,Entered,DZ1103,PLATE 0.25 x 6.0 x 47.46,Create DZ1103,1.0000000000000,10.000000000,Create DZ1103,10,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-025-04746-0600""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49660,
22-0216-1:109,10,Entered,DZ1102-96,"BASE RAMP WELDMENT 96""W 32K","BASE RAMP WELDMENT 96""W 32K",1.0000000000000,1.000000000,"BASE RAMP WELDMENT 96""W 32K",1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49646,
22-0215:012,10,Entered,DZ1003-D,PLATE 0.19 x 4.5 x 4.5,Create DZ1003-D,1.0000000000000,4.000000000,Create DZ1003-D,4,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49083,
22-0216-1:006,10,Entered,DZ1003-D,PLATE 0.19 x 4.5 x 4.5,Create DZ1003-D,1.0000000000000,4.000000000,Create DZ1003-D,4,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0450""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49336,
22-0215:006,10,Entered,DZ1003,PLATE 0.19 x 3.0 x 4.5,Create DZ1003,1.0000000000000,1.000000000,Create DZ1003,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49066,
22-0215:016,10,Entered,DZ1003,PLATE 0.19 x 3.0 x 4.5,Create DZ1003,1.0000000000000,4.000000000,Create DZ1003,4,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49094,
22-0216-1:010,10,Entered,DZ1003,PLATE 0.19 x 3.0 x 4.5,Create DZ1003,1.0000000000000,4.000000000,Create DZ1003,4,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49347,
22-0216-1:012,10,Entered,DZ1003,PLATE 0.19 x 3.0 x 4.5,Create DZ1003,1.0000000000000,1.000000000,Create DZ1003,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-SP-A36-019-00450-0300""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49352,
22-0215:001,10,Entered,DME3809632H,"DME 38'L 96""W 32K CAP (5-3-2022)","DME 38'L 96""W 32K CAP (5-3-2022)",1.0000000000000,1.000000000,"DME 38'L 96""W 32K CAP (5-3-2022)",1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49051,
22-0216-1:026,10,Entered,DL3654H32R,ADJUSTABLE RAMP LEG ASSEMBLY RIGHT,ADJUSTABLE RAMP LEG ASSEMBLY RIGHT,1.0000000000000,1.000000000,ADJUSTABLE RAMP LEG ASSEMBLY RIGHT,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49396,
22-0216-1:045,10,Entered,DL3654H32L,ADJUSTABLE RAMP LEG ASSEMBLY LEFT,ADJUSTABLE RAMP LEG ASSEMBLY LEFT,1.0000000000000,1.000000000,ADJUSTABLE RAMP LEG ASSEMBLY LEFT,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49456,
22-0216-1:001,10,Entered,DFE3809632H,"DFE 38'L X 96""W 32K CAP","DFE 38'L X 96""W 32K CAP",1.0000000000000,1.000000000,"DFE 38'L X 96""W 32K CAP",1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Weldment""}}",49323,
22-0216-1:044,10,Entered,DZ1237,ROUND 1.25 x 7.0,Create DZ1237,1.0000000000000,2.000000000,Create DZ1237,2,2022-07-06 13:56:15.0,112.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A311B-125-00700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49446,
22-0216-1:063,10,Entered,DZ1237,ROUND 1.25 x 7.0,Create DZ1237,1.0000000000000,2.000000000,Create DZ1237,2,2022-07-06 13:56:15.0,112.000000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-RD-A311B-125-00700""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49506,
22-0215:017,20,Entered,S-WF-GR50-6X9-07875,WF BEAM 6.0 x 9.0 x 78.75,Add S-WF-GR50-6X9-07875,1.0000000000000,1.000000000,Add S-WF-GR50-6X9-07875,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-WF-GR50-6X9-07875""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49100,
22-0216-1:023,20,Entered,S-WF-GR50-6X9-07875,WF BEAM 6.0 x 9.0 x 78.75,Add S-WF-GR50-6X9-07875,1.0000000000000,1.000000000,Add S-WF-GR50-6X9-07875,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-WF-GR50-6X9-07875""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49389,
22-0215:049,20,Entered,S-WF-GR50-6X15-09600,WF BEAM 6.0 x 15.0 x 96.0,Add S-WF-GR50-6X15-09600,1.0000000000000,1.000000000,Add S-WF-GR50-6X15-09600,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-WF-GR50-6X15-09600""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49193,
22-0215:054,20,Entered,S-WF-GR50-6X15-09600,WF BEAM 6.0 x 15.0 x 96.0,Add S-WF-GR50-6X15-09600,3.0000000000000,3.000000000,Add S-WF-GR50-6X15-09600,1,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-WF-GR50-6X15-09600""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49207,
22-0215:013,20,Entered,S-TU-A513-G11-150-150-14006,TUBE 11GA x 1.5 x 1.5 x 140.06,Add S-TU-A513-G11-150-150-14006,1.0000000000000,4.000000000,Add S-TU-A513-G11-150-150-14006,4,2022-07-08 08:40:41.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-14006""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49087,
22-0216-1:007,20,Entered,S-TU-A513-G11-150-150-14006,TUBE 11GA x 1.5 x 1.5 x 140.06,,1.0000000000000,4.000000000,Add S-TU-A513-G11-150-150-14006,4,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-TU-A513-G11-150-150-14006""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49340,
22-0216-1:109,20,Entered,S-FP-GR50-038-09600-6000,FLOOR PLATE 0.38 x 60.0 x 96.0,Add S-FP-GR50-038-09600-6000,1.0000000000000,1.000000000,Add S-FP-GR50-038-09600-6000,1,2022-07-06 13:56:15.0,,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": ""S-FP-CQ-038-09600-6000""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Steel""}}",49647,
22-0215:018,20,Entered,R-WF-GR50-6X9-480,"Steel, Wide Flange, Beam, ASTM A992, W6X9, 480-0"" Long",Add R-WF-GR50-6X9-480,0.1650000000000,0.165000000,Add R-WF-GR50-6X9-480,1,2022-07-08 08:40:41.0,24.693000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49102,
22-0216-1:024,20,Entered,R-WF-GR50-6X9-480,"Steel, Wide Flange, Beam, ASTM A992, W6X9, 480-0"" Long",Add R-WF-GR50-6X9-480,0.1650000000000,0.165000000,Add R-WF-GR50-6X9-480,1,2022-07-06 13:56:15.0,24.693000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49391,
22-0215:050,20,Entered,R-WF-GR50-6X15-480,"Steel, Wide Flange, Beam, ASTM A992, W6X15, 480-0"" Long",Add R-WF-GR50-6X15-480,0.2010000000000,0.201000000,Add R-WF-GR50-6X15-480,1,2022-07-08 08:40:41.0,59.115000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49195,
22-0215:055,20,Entered,R-WF-GR50-6X15-480,"Steel, Wide Flange, Beam, ASTM A992, W6X15, 480-0"" Long",Add R-WF-GR50-6X15-480,0.2010000000000,0.603000000,Add R-WF-GR50-6X15-480,3,2022-07-08 08:40:41.0,59.115000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49209,
22-0215:076,20,Entered,R-WF-GR50-6X15-480,"Steel, Wide Flange, Beam, ASTM A992, W6X15, 480-0"" Long",Add R-WF-GR50-6X15-480,0.2010000000000,3.015000000,Add R-WF-GR50-6X15-480,15,2022-07-08 08:40:41.0,59.115000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49272,
22-0216-1:115,20,Entered,R-WF-GR50-6X15-480,"Steel, Wide Flange, Beam, ASTM A992, W6X15, 480-0"" Long",Add R-WF-GR50-6X15-480,0.2010000000000,3.819000000,Add R-WF-GR50-6X15-480,19,2022-07-06 13:56:15.0,59.115000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49664,
22-0216-1:113,20,Entered,R-WF-GR50-4X13-480,"Steel, Wide Flange, Beam, ASTM A992, W4X13, 480-0"" Long",Add R-WF-GR50-4X13-480,0.2010000000000,0.201000000,Add R-WF-GR50-4X13-480,1,2022-07-06 13:56:15.0,7.799000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49658,
22-0615:004,20,Started,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.0780000000000,0.156000000,Add R-TU-A513-G11-150-150-480,2,2022-07-11 00:30:00.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",46001,
22-0215:009,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.3120000000000,0.624000000,Add R-TU-A513-G11-150-150-480,2,2022-07-08 08:40:41.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49075,
22-0215:010,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.0780000000000,0.156000000,Add R-TU-A513-G11-150-150-480,2,2022-07-08 08:40:41.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49078,
22-0215:011,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.1450000000000,0.290000000,Add R-TU-A513-G11-150-150-480,2,2022-07-08 08:40:41.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49081,
22-0215:014,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.2930000000000,1.172000000,Add R-TU-A513-G11-150-150-480,4,2022-07-08 08:40:41.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49089,
22-0215:015,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.1450000000000,0.580000000,Add R-TU-A513-G11-150-150-480,4,2022-07-08 08:40:41.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49092,
22-0216-1:003,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.3120000000000,0.624000000,Add R-TU-A513-G11-150-150-480,2,2022-07-06 13:56:15.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49328,
22-0216-1:004,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.0780000000000,0.156000000,Add R-TU-A513-G11-150-150-480,2,2022-07-06 13:56:15.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49331,
22-0216-1:005,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.1450000000000,0.290000000,Add R-TU-A513-G11-150-150-480,2,2022-07-06 13:56:15.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49334,
22-0216-1:008,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.2930000000000,1.172000000,Add R-TU-A513-G11-150-150-480,4,2022-07-06 13:56:15.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49342,
22-0216-1:009,20,Entered,R-TU-A513-G11-150-150-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A513, HSS 11GA X 1-1/2"" X 1-1/2"", 480-0"" Long",Add R-TU-A513-G11-150-150-480,0.1450000000000,0.580000000,Add R-TU-A513-G11-150-150-480,4,2022-07-06 13:56:15.0,149.422000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text""}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49345,
22-0216-1:034,20,Entered,R-TU-A500B-G7-600-400-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 7GA X 6-0"" X 4-0"", 480-0"" Long",Add R-TU-A500B-G7-600-400-480,0.0540000000000,0.054000000,Add R-TU-A500B-G7-600-400-480,1,2022-07-06 13:56:15.0,6.760000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": """"}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49417,
22-0216-1:053,20,Entered,R-TU-A500B-G7-600-400-480,"Steel, Hollow Steel Section, Rectangular (Tube), ASTM A500, Grade B, HSS 7GA X 6-0"" X 4-0"", 480-0"" Long",Add R-TU-A500B-G7-600-400-480,0.0540000000000,0.054000000,Add R-TU-A500B-G7-600-400-480,1,2022-07-06 13:56:15.0,6.760000000,"{""1"": {""name"": ""Tag"", ""type"": ""Text"", ""value"": """"}, ""2"": {""name"": ""Category"", ""type"": ""Drop-Down List"", ""value"": ""Raw""}}",49477,
